id paper,doi,approches,approche simplifié,main method,other method,Application,score,times cited,weighted score,results,year,title,abstract,associated main word,Quartile,journal or conference,Publication type,Data used,keywords,keywords_plus,etat,commentaires
1149,10.3389/fenvs.2025.1641301,based on spectral indices,based on spectral indices,NDVI,,mangrove mapping and monitoring,0.859,0,,,2025,The Blue Carbon Explorer: a Google Earth Engine tool for mangrove restoration,"The Insular Caribbean is home to over half a million hectares of mangroves, blue carbon ecosystems that can store up to 5 times as much carbon as upland forests while also protecting coastal communities, supporting fisheries, and fostering marine biodiversity. The Blue Carbon Explorer, a Google Earth Engine app, was launched in 2023 to identify areas for mangrove protection and restoration. The tool allows users to visualize and inspect changes in the Normalized Difference Vegetation Index (NDVI) of mangrove habitats over various temporal and spatial scales using Norway's International Climate & Forests Initiative PlanetScope mosaics (Planet-NICFI), Sentinel-2 images, and Landsat archive composites, as a proxy for habitat condition, indicative of active photosynthesis. Users can also explore lidar and radar-derived canopy height data, analyze changes in mangrove area and extent using the Mangrove Vegetation Index (MVI), calculate areas of significant change based on NDVI, and prioritize mangrove areas for restoration based on their likelihood to recover naturally. Previous mangrove restoration efforts in the Caribbean have largely been based on enhancing coastal protection benefits, as a Nature-based Solution (NbS) for climate adaptation. The Blue Carbon Explorer (BCE) provides governments and conservation practitioners with an easy-to-use decision support tool for tracking changes in mangroves and identifying priority areas for conservation and restoration aimed at ecological recovery and enhancing carbon storage. As proof of concept, we demonstrate the use of the BCE to track mangrove change in Grenada, Jamaica, the Dominican Republic, and The Bahamas. In The Bahamas, highly detailed canopy height data was used to develop a novel prioritization analysis that informed a mangrove restoration plan following Hurricane Dorian.",mangroves,Q1,Frontiers in Environmental Science,journal,"Sentinel-2, Planet-NICFI",mangroves; blue carbon; remote sensing; restoration prioritization; caribbean,INDEX,non lu,
470,10.1109/ICTIIA61827.2024.10761864,based on spectral indices and statistic method,based on spectral indices,"NDVI, MLC",,mangrove mapping,néant,1,,,2024,"Evaluating the Efficacy of Sentinel-2B and Landsat 8 OLI Satellite Imagery for Accurate Mangrove Mapping in Bengkulu City, Indonesia","Remote sensing has been extensively used to map mangrove forests. This study evaluates the accuracy of mangrove classification using Sentinel-2B and Landsat 8 OLI imagery in Bengkulu City, Indonesia. Using vegetation indices and maximum likelihood algorithms, the range of Normalized Difference Vegetation Index (NDVI) values are from 0.1181 to 0.6716 for Sentinel-2B and 0.0003 to 0.5142 for Landsat 8 OLI. Sentinel-2B yielded more precise classification result on mangrove, with an overall accuracy of 84.76%, in contrast to Landsat 8 OLI's accuracy of 65.71%. These results demonstrate the superior performance of Sentinel-2B in mangrove mapping due to its higher spatial resolution.",mangrove mapping,néant,2024 IEEE 2nd International Conference on Technology Innovation and Its Applications (ICTIIA),conference,"Sentinel-2, Landsat",Mangrove;Bengkulu;Sentinel-2B;Landsat 8;Classification Accuracy,,non lu,
737,10.1007/s10661-020-8140-6,based on spectral indices,based on spectral indices,"NDVI, OSAVI, LAI",,mangrove mapping,0.690,40,,,2020,Mangrove health along the hyper-arid southern Red Sea coast of Saudi Arabia,"Changes in land use and land cover have severely influenced the sustainability of mangrove vegetation, especially in the hyper-arid, hyper-saline Red Sea coastal waters of Saudi Arabia. The present study investigates the effect of effluents released from an adjoining shrimp farm on the sustainability of a nearby mangrove woodland during operation and after closure of the farm. In addition, the consequences of dredging activities to fill coastal waters for land reclamation to develop a mega seaport at Jazan Economic City are explored. A band image-difference algorithm was applied to Landsat 5 Thematic Mapper and Landsat 08 Operational Land Imager satellite images obtained on different dates, which revealed a prominent vigour boom in the mangrove forest while the shrimp farm operated but a gradual decrease in vigour after its closure. During the investigation time frame of 2016 and 2017, spectral vegetation analysis of Sentinel-2A satellite images highlighted a strong negative correlation between dredging operations for seaport construction and the adjacent fragile mangrove forest. Dredging operations were responsible for a reduction of 19.30% in the Normalized Difference Vegetation Index, 27.5% in the Leaf Area Index, and 19.0% in the Optimized Soil Adjusted Vegetation Index. The results clearly show the potential application of spectral vegetation indices in the monitoring and analysis of anthropogenic impacts on coastal vegetation. We suggest strong management efforts for monitoring, assessing, and regulating measures to offset the negative trends in the sustainability of mangroves in Red Sea coastal regions.",mangrove forests,Q2,Springer (Environmental Monitoring and Assessment),journal,"Sentinel-2, Landsat",Remote sensing; Multispectral; Ecosystems; Coastal wetlands; Mangrove forests; Dredging; Water pollution,LEAF-AREA-INDEX; BAND VEGETATION INDEXES; CARBON SEQUESTRATION; TIME-SERIES; NDVI; AQUACULTURE; IMPACTS; IMAGERY; REFLECTANCE; AUSTRALIA,non lu,
752,10.1016/j.envdev.2024.101065,based on spectral indices,based on spectral indices,"NDWI, CMRI",,mangrove change detection,1.272,7,,,2024,Mangrove vegetation changes and shoreline erosion along the central coastline of Vietnam: A study from Quang Ngai province,"Mangrove forests along the Vietnamese coastline provide multiple ecological, environmental, and economic services, including being a habitat for different flora and fauna, shoreline protection from erosion, storms, and waves, and providing several raw materials for industries. The coast of Quang Ngai province in Central Vietnam didn't get much attention from the research community, particularly on the mangrove reforestation programs and coastal environmental changes in the province. In the present study, we investigated the shoreline changes in Quang Ngai Province since the late 1980s, recent mangrove reforestation initiatives, and its progress in the area using medium-resolution Landsat imagery series and Sentinel-2 data. The results were compared with mangrove areas estimated from high-resolution RapidEye and PlanetScope imagery for accuracy analysis. There has been a slight increase in the area occupied by mangroves along the Quang Ngai coast between 2007 and 2022 compared to the area of mangrove patches in the 1980s. An increase in the area of inland mangroves offers various ecosystem services to the regional community, improvement in livelihood, and quality of environment. Our results indicated that the erosion-accretion changes along the coast of Quang Ngai were not unique and that some areas, such as the urbanized northern part, have eroded higher than southern areas except where sediment supply from larger rivers in the province is high. The mangroves planted in Bau Ca Cai wetlands indicated a success and such initiatives can be conducted throughout the south-central coast of Vietnam for long-term coastal protection.",Mangrove vegetation changes,Q1,Elsevier (Environmental Development),,"PlanetScope, RapidEye, Sentinel-2",Mangrove reforestation; Remote sensing; Coastal erosion; Vegetation bioshield; Vietnamese coastline,FORESTS; INDEX; RESILIENCE; PROTECTION,non lu,
899,10.1016/j.srs.2022.100040,based on spectral indices,based on spectral indices,OSMI,,mangrove mapping,1.683,39,,,2022,Optical and SAR images Combined Mangrove Index based on multi-feature fusion,"The mangrove ecosystem is one of the most productive ecosystems, and it has unique ecological functions and great social and economic value. Accurate mangrove mapping is very important for mangrove dynamic moni-toring and management. Many studies have yielded good results in mangrove mapping, and the optical remote sensing images are used as the main data source for mangrove index construction and mangrove mapping. However, less information is available for optical images affected by clouds and fog. This study constructed an Optical and SAR images Combined Mangrove Index (OSCMI) based on the idea of multi-feature fusion. An OSCMI-based classification scheme for rapid and accurate mangrove mapping was proposed, and the effect of tidal inundation is considered. We have carried out extraction experiments in four different types of typical mangrove areas in China using Sentinel-1 SAR and Sentinel-2 optical images. Several groups of comparative experiments were conducted to verify the superiority of OSCMI and the necessity of VV polarization mode. The results show that OSCMI performs well in the four typical mangrove areas of different types and has great application potential in mangrove large-scale mapping. And the introduction of VV polarization mode infor-mation is helpful to improve the accuracy of mangrove extraction.",mangrove mapping,Q1,Elsevier (Science of Remote Sensing),journal,"Sentinel-1, Sentinel-2",Mangrove; Mangrove index; SAR; Sentinel-1; Sentinel-2; Multi-feature fusion,FOREST; CHINA; DISCRIMINATION; CLASSIFICATION,non lu,
1187,10.1016/j.gecco.2025.e03865,based on spectral indices,based on spectral indices,SARMA based on NDVI,,mangrove species classification,1.045,2,,,2025,Tracking mangrove ecosystem dynamics: A remote sensing approach for species classification and conservation assessment,"Biodiversity among mangrove species is crucial for ecosystem health and resilience but is increasingly threatened by human activities and inadequate restoration efforts. To successfully evaluate conservation efforts, we must understand temporal dynamics. This study assessed changes in mangrove species diversity and the effectiveness of rehabilitation using a multi-sensor remote sensing approach integrated with field-based ecological data. We analyzed 36 years (1987-2022) of Landsat data to map long-term changes in mangrove extent and stand types, alongside low-tide Sentinel-1 SAR and Sentinel-2 MSI composites to reduce tidal influence on spectral and backscatter signals. A systematic sampling design incorporating 257 field plots and hierarchical clustering was used to identify six distinct species communities. Tidal inundation had a significant impact on backscatter and reflectance, highlighting the importance of low-tide imagery for accurate species discrimination. The Simplified Automatic Regrowth Monitoring Algorithm (SARMA) revealed that mangrove extent increased by 1518 ha, from 7030 ha in 1987-8548 ha in 2022 representing a 21.59 % expansion relative to the 1987 baseline. Within this increase, rehabilitated and regenerated areas added 837 and 681 ha, respectively. However, the rehabilitated stands were largely monoculture and structurally less complex, signaling the need for more diverse and ecologically informed restoration strategies. Species mapping using random forest classification achieved an accuracy of 83.57 %. By integrating long-term remote sensing with ecological clustering, this study provides a scalable tool for monitoring mangrove diversity and demonstrates how rehabilitation outcomes can guide evidence-based conservation and sustainable management policies.",mangrove species,Q1,Elsevier (Global Ecology and Conservation),journal,"Sentinel-1,Sentinel-2, DEM",Mangrove biodiversity; Regrowth monitoring; Tidal influence; Species mapping; Restoration monitoring; Google earth engine; Thailand,DIFFERENCE WATER INDEX; TIME-SERIES; HIGH-RESOLUTION; FORESTS; PATTERNS; ZONATION; SUNDARBANS; IMAGERY; IKONOS; EXTENT,non lu,
530,10.1109/JSTARS.2022.3185078,based on spectral indices,based on spectral indices,GCMI,,mangrove mapping,1.349,20,,,2022,Generalized Composite Mangrove Index for Mapping Mangroves Using Sentinel-2 Time Series Data,"Monitoring mangroves is critical to protect the coastal ecosystems. Some studies resorted to remote sensing for constructing mangrove indices (MIs). However, there are still some drawbacks in existing MIs. On the one hand, difficulty still persists in distinguishing mangroves from nonmangrove vegetation and nonvegetated areas at the same time. On the other hand, the existing MIs have not fully utilized the phenological trajectories, which can greatly help to distinguish mangroves from other land covers. To overcome these issues, we built a novel mangrove index, namely generalized composite mangrove index (GCMI) by compositing vegetation indices (VIs) and water indices (WIs) based on Sentinel-2 time series data. Firstly, to determine the optimal indices, a similarity trend distance (ST distance) measure was proposed based on Pearson correlation coefficient and dynamic time warping (DTW). Secondly, in order to optimize the weights of selected indices, a population reconstruction genetic algorithm (PRGA) was designed. Finally, mangroves were mapped by feeding the time series of GCMI into random forest classifier. Experiments conducted over three areas along the southern coast of China demonstrate that: 1) GCMI enhances the separability between mangroves and other land covers compared to the existing VIs, WIs, and MIs, with an averaged overall accuracy of 91.45%; 2) ST distance outperforms Euclidean distance, Cosine distance, Pearson correlation coefficient, and DTW in optimizing the weights of GCMI; 3) PRGA greatly improves the probability of attaining global optimal result. The innovation lies in the presented GCMI considering both the vegetation trajectory information and water inundation using time series.",vegetation mapping,Q1,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,journal,Sentinel-2,Indexes; Vegetation mapping; Time series analysis; Feature extraction; Remote sensing; Sea measurements; Tides; Generalized composite mangrove index (GCMI); mangrove mapping; random forest (RF); remote sensing,LEAF-AREA INDEX; FORESTS; DISCRIMINATION; CHINA,lu,
688,10.1109/IGARSS53475.2024.10641171,based on spectral indices,based on spectral indices,MANGMAP,,mangrove mapping and monitoring,0.263,1,,,2024,MANGMAP: A NEW PLATFORM FOR MANGROVE MAPPING AND MONITORING USING EARTH OBSERVATION DATA,"Mangroves are a vital natural heritage. Our ability to ensure their preservation is a key issue in the fight against global warming, the preservation of biodiversity and the livelihoods of a growing human population concentrated along the coasts. Over the last half century, mangroves have suffered an alarming loss of global cover. To improve the understanding of mangrove dynamics, up-to-date mangrove mapping and monitoring tools are crucial assets. MangMap is a new online monitoring platform dedicated to the production and dissemination of specific products and services useful for mangrove monitoring at local scales. MangMap is based on generic processing services using Sentinel-2 data. MangMap is an end user driven, easy-to-use portal designed to support and document scientific studies as well as to help institutional actors and stakeholders involved in mangrove conservation and management.",mangrove,néant,International Geoscience and Remote Sensing Symposium (IGARSS),conference,Sentinel-2,Mangrove; extent; change; MangMap; Sentinel-2,DIFFERENCE WATER INDEX; FORESTS; NDWI; STATE,lu,
363,10.1016/j.isprsjprs.2020.06.001,based on spectral indices,based on spectral indices,Mangrove Vegetation Index (MVI),,mangrove mapping,3.480,329,,,2020,Development and application of a new mangrove vegetation index (MVI) for rapid and accurate mangrove mapping,"Advancement in Remote Sensing allows rapid mangrove mapping without the need for data-intensive methodologies, complex classifiers, and skill-dependent classification techniques. This study proposes a new index, the Mangrove Vegetation Index (MVI), to rapidly and accurately map mangroves extent from remotely-sensed imageries. The MVI utilizes three Sentinel-2 bands green, Near Infrared (NIR) and Shortwave Infrared (SWIR) in the form vertical bar NIR-Green vertical bar/vertical bar SWIR-Green vertical bar to discriminate the distinct greenness and moisture of mangroves from terrestrial vegetation and other land cover. Spectral band analysis shows that the vertical bar NIR-Green vertical bar part of MVI captures the differences of greenness between mangrove forests and terrestrial vegetation. The vertical bar SWIR-Green vertical bar part of the index expresses the distinct moisture of mangroves without the need for additional intertidal data and water indices. The MVI value increases with the increasing probability of a pixel being classified as mangroves. Eleven mangrove forests in the Philippines and one mangrove park in Japan were then mapped using MVI. Accuracy assessment was done using field inventory data and high-resolution drone orthophotos. MVI have successfully separated the mangroves from other cover especially terrestrial vegetation, with an overall index accuracy of 92%. The MVI was applied to Landsat 8 images using the equivalent bands to test the universality of the index. Comparable MVI mangrove maps were produced between Sentinel-2 and Landsat images, with an optimal minimum threshold of 4.5 and 4.6, respectively. MVI can effectively highlight the greenness and moisture information in mangroves as reflected by its moderate to high correlation value (r = 0.63 and 0.84, alpha = 0.05) with the Sentinel-derived chlorophyll-a (C-a) and canopy water (C-w) biophysical products. This study developed and implemented two automated platforms: an offline IDL-based 'MVI Mapper' and an online Google Earth Engine-based MVI mapping interface. The MVI implemented in Google Earth Engine was used in generating the latest mangrove extent map of the Philippines. Additionally, the application of MVI were tested to four additional mangrove forests in Southeast Asia: Thailand, Vietnam, Indonesia and Cambodia; and to selected mangroves forests in South America, Africa and Australia.",mangrove extent,Q1,Elsevier (ISPRS Journal of Photogrammetry and Remote Sensing),journal,Sentinel-2,Mangrove index; Mangrove extent; Sentinel-2; Landsat; Vegetation mapping; Philippines,HYPERSPECTRAL DATA; FOREST TYPES; LANDSAT; CONSERVATION; DISCRIMINATION; CLASSIFICATION; REFLECTANCE; CALIBRATION; VALIDATION; REGION,lu,
14,10.3390/rs11172043,based on spectral indices,based on spectral indices,MFI,,mangrove mapping,1.019,192,,,2019,A New Vegetation Index to Detect Periodically Submerged Mangrove Forest Using Single-Tide Sentinel-2 Imagery,"Mangrove forests are tropical trees and shrubs that grow in sheltered intertidal zones. Accurate mapping of mangrove forests is a great challenge for remote sensing because mangroves are periodically submerged by tidal floods. Traditionally, multi-tides images were needed to remove the influence of water; however, such images are often unavailable due to rainy climates and uncertain local tidal conditions. Therefore, extracting mangrove forests from a single-tide imagery is of great importance. In this study, reflectance of red-edge bands in Sentinel-2 imagery were utilized to establish a new vegetation index that is sensitive to submerged mangrove forests. Specifically, red and short-wave near infrared bands were used to build a linear baseline; the average reflectance value of four red-edge bands above the baseline is defined as the Mangrove Forest Index (MFI). To evaluate MFI, capabilities of detecting mangrove forests were quantitatively assessed between MFI and four widely used vegetation indices (VIs). Additionally, the practical roles of MFI were validated by applying it to three mangrove forest sites globally. Results showed that: (1) theoretically, Jensen-Shannon divergence demonstrated that a submerged mangrove forest and water pixels have the largest distance in MFI compared to other VIs. In addition, the boxplot showed that all submerged mangrove forests could be separated from the water background in the MFI image. Furthermore, in the MFI image, to separate mangrove forests and water, the threshold is a constant that is equal to zero. (2) Practically, after applying the MFI to three global sites, 99-102% of submerged mangrove forests were successfully extracted by MFI. Although there are still some uncertainties and limitations, the MFI offers great benefits in accurately mapping mangrove forests as well as other coastal and aquatic vegetation worldwide.",vegetation indexes,Q1,MDPI (Remote Sensing),journal,Sentinel-2,Sentinel-2 MultiSpectral Instrument (MSI); red-edge band; aquatic vegetation; tidal condition; vegetation index; coastal vegetation,DIFFERENCE WATER INDEX; AQUATIC VEGETATION; TAIHU LAKE; LANDSAT; CHINA; TREE; RED; CLASSIFICATION; CONSERVATION; ECOSYSTEMS,lu,
2,10.1016/j.ecolind.2025.114038,based on spectral indices,based on spectral indices,"NDPI, NDVI",,mangrove mapping,1.959,3,,,2025,A 30-year phenological study of mangrove forests at the species level as a function of climatic drivers using multispectral remote sensing satellites,"Mangrove forests are vital and unique ecosystems, crucial for biodiversity conservation, coastal protection, and climate regulation. Nevertheless, threats to mangroves from climate change and human activities are rising. This study examined how different plant growth phases respond to climate fluctuations using medium-resolution remote sensing data in Google Earth Engine (GEE) via satellite (Sentinel-2 and Landsat)-derived vegetation indices. Five vegetation indices for two main mangrove species found in Iran: Avicennia marina and Rhizophora mucronata were evaluated during a 30-year span from 1993 to 2023. Based on this research, the Normalized Difference Vegetation Index (NDVI) and Normalized Difference Phenology Index (NDPI) are the most appropriate indices for capturing the distinct phenological responses of individual mangrove species. Using NDVI, the start, end, and peak of the growing season for both species, occur in September, May, and January, respectively; however, there are small differences in peak days for different species. The time-series data analysis showed that throughout the past three decades, the growing season length (spanning from September to May) has decreased approximately by 1-2 days for both species, However, the patterns differed between species: A. marina's growing season advanced by 6-7 days (both start and end), while R. mucronata's was delayed by 1-2 days. The decline in growth length and changes in the start and end of growing season are attributed to altered precipitation patterns including changes in the timing (start and end), intensity and total amount of rainfall and high temperatures. Our results show that growth cessation during the hottest months coincides with periods when daily maximum temperatures exceed 29 degrees C, as reported by regional climate data. The results of the GAM analysis revealed distinct climatic sensitivities across species, with R. mucronata showing a stronger response to minimum temperature and precipitation than A. marina. The research emphasizes the significance of vegetation index selection for accurate monitoring of the impact of climatic variations on mangrove species considering different periods (growing season, non-growing season, spring, summer, fall, and winter). Furthermore, this study revealed the effectiveness of using multi-spectral medium resolution satellite imagery for assessing individual tree species phenology and highlighted the crucial necessity for focused conservation initiatives to reduce the impacts of climate change and protect important coastal habitats, particularly regarding the influence of climate change on mangrove ecosystems in semi-arid areas.",mangrove species,Q1,Elsevier (Ecological indicators),journal,"Sentinel-2, Landsat",Mangrove species; Phenological parameters; Climatic change; Vegetation indices; Google earth engine,LAND-SURFACE PHENOLOGY; VEGETATION PHENOLOGY; SPATIAL-PATTERN; TIME; DYNAMICS; DROUGHT; INDEX; VARIABILITY; RESPONSES; RAINFALL,lu,
